Column1;Column2;Column3;Column4;Column5;Column6
DUVAR ÇEÞMESÝ;BEÞÝKTAÞ;ARNAVUTKÖY;;41.08008400000001;28.9685368
SÝVÝL MÝMARLIK ÖRNEÐÝ;EYÜPSULTAN;DÜÐMECÝLER;OSMANLI;41.0424486;28.9286894
BEYLUN YALISI;SARIYER;YENÝKÖY;OSMANLI;41.121966;29.070476
BAHÇELÝ AHÞAP EV;ADALAR;NÝZAM;OSMANLI;40.8653698;29.1165628
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
RASÝM ÇAVUÞ CAMÝÝ;EYÜPSULTAN;ÝSLAMBEY;OSMANLI;41.0510084;28.9281179
RÜSTEM PAÞA CAMÝÝ ÇEÞMESÝ;FATÝH;RÜSTEMPAÞA;OSMANLI;41.0177847;28.9685369
TONOZLU YAPI;FATÝH;ALEMDAR;OSMANLI;41.0096655;28.9754242
SÝVÝL MÝMARLIK ÖRNEÐÝ;MALTEPE;YALI;OSMANLI;40.9282495;29.1254922
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;REÞÝTPAÞA;OSMANLI;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;SULTANTEPE;OSMANLI;41.0292993;29.0241708
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.068056;29.043056
JAK. AMON APARTMANI;BEYOÐLU;EVLÝYA ÇELEBÝ;OSMANLI;41.0325234;28.9766294
BAYEZÝD KÜLLÝYESÝ - ÇEÞME;FATÝH;BEYAZIT;OSMANLI;41.009979;28.9572871
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ÝSKENDERPAÞA;OSMANLI;41.0139702;28.9701897
HASKÖY TERSANESÝ - (ATÖLYE) KATARAKT TEZGAHI;BEYOÐLU;PÝRÝPAÞA;OSMANLI;41.0442507;28.9506812
ASKERÝ YILDIZ TABYA;ARNAVUTKÖY;DURSUNKÖY;CUMHURÝYET;41.0649058;28.9281179
KÂRGÝR EV;FATÝH;MOLLA HÜSREV;OSMANLI;41.015602;28.95905059999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ÞEHSUVAR BEY;OSMANLI;41.0047076;28.96814719999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALÝ KUÞÇU;OSMANLI;41.0193109;28.9474288
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;FERÝKÖY;OSMANLI;41.0521292;28.9665703
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
ÝHSANÝYE CAMÝÝ;ÜSKÜDAR;SALACAK;OSMANLI;41.0156274;29.013471
AHÞAP EV;ADALAR;BURGAZADA;OSMANLI;40.88;29.0669444
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYKOZ;ANADOLU KAVAÐI;;41.1228017;29.1051816
HIMIÞ EV;ÇATALCA;YALIKÖY;OSMANLI;41.4741922;28.2915213
SÝVÝL MÝMARLIK ÖRNEÐÝ;KARTAL;YAKACIK ÇARÞI;;40.9184004;29.2204548
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYKOZ;YALIKÖY;OSMANLI;41.1228017;29.1051816
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
ÇÝNÝLÝ KÜLLÝYESÝ (MAHPEYKER KÖSEM SULTAN KÜLLÝYESÝ) -  MEDRESESÝ;ÜSKÜDAR;VALÝDE-Ý ATÝK;OSMANLI;41.0193807;29.0240979
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;BEYLERBEYÝ;OSMANLI;41.0422255;29.044538
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HÜSEYÝNAÐA;OSMANLI;41.049433;28.944783
KÂRGÝR EV;ADALAR;NÝZAM;OSMANLI;34.5538522;76.1348944
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;HOCA GIYASETTÝN;OSMANLI;41.0177011;28.9619616
SURP ASDVADZADZÝN ERMENÝ KÝLÝSESÝ - ÝDARÝ BÝNA 4;BEYOÐLU;HÜSEYÝNAÐA;OSMANLI;41.0500918;28.9277802
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ZEYREK;OSMANLI;41.0139702;28.9701897
AHÞAP EV;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.0338085;29.03165
GÖKSU KASRI TEMEL KALINTILARI;BEYKOZ;GÖZTEPE;OSMANLI;41.0784181;29.0648789
SÜSLÜ KARAKOL ÇEÞMESÝ - SET DUVARI;BEÞÝKTAÞ;ABBASAÐA;OSMANLI;41.0452369;29.0070522
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;EMÝRGAN;OSMANLI;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;SARIYER MERKEZ;;41.1622917;29.0474203
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
BÝZANS DUVARI KALINTISI;FATÝH;NÝÞANCA;BÝZANS;41.004783;28.9594145
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;RUMELÝ KAVAÐI;OSMANLI;41.1823062;29.0737944
SARNIÇ;BEÞÝKTAÞ;MECÝDÝYE;OSMANLI;41.0424506;29.0056446
KÂRGÝR APARTMAN;FATÝH;MÝMAR HAYRETTÝN;OSMANLI;41.0074242;28.9666918
AVRAT PAZARI - DÜKKÂN;FATÝH;HASEKÝ SULTAN;OSMANLI;41.009966;28.9404917
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALEMDAR;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;RASÝMPAÞA;OSMANLI;40.9919939;29.0291886
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
ODABAÞI BEHRUZ AÐA KÜLLÝYESÝ - ÞADIRVAN;FATÝH;ÞEHREMÝNÝ;CUMHURÝYET;41.0120206;28.93116939999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;SARIYER MERKEZ;;41.1622917;29.0474203
KONSTANTÝNÝDÝS EVÝ;ADALAR;NÝZAM;OSMANLI;40.8740929;29.0898721
KARAKÖY POLÝS MERKEZÝ AMÝRLÝÐÝ;BEYOÐLU;KEMANKEÞ KARAMUSTAFAPAÞA;OSMANLI;41.0245308;28.979825
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;VÝÞNEZADE;;41.0415031;28.9987081
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;VÝÞNEZADE;OSMANLI;41.0415031;28.9987081
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALÝ KUÞÇU;;41.0193109;28.9474288
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;ÝMRENLÝ;OSMANLI;41.1477;29.7396
KAGÝR EV;BEYKOZ;MERKEZ;;41.1429436;29.1782018
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;BOSTAN;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;BEYLERBEYÝ;OSMANLI;41.0422255;29.044538
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KALYONCU KULLUÐU;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;REÞÝTPAÞA;OSMANLI;41.0952869;29.0328543
KÜÇÜK AYASOFYA KÜLLÝYESÝ - MEDRESE ÞADIRVANI;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0027259;28.9722002
PAPAZZADE MESCÝDÝ;FATÝH;YAVUZ SÝNAN;OSMANLI;41.0165292;28.95695
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALÝ KUÞÇU;OSMANLI;41.0193109;28.9474288
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;BÜYÜKDERE;;41.1635035;29.0450624
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;ÝCADÝYE;OSMANLI;41.027345;29.0325688
FERHAT PAÞA ÇÝFTLÝÐÝ - AHIR 4;BAYRAMPAÞA;ALTINTEPSÝ;OSMANLI;41.0397954;28.8886082
AHÞAP EV;FATÝH;MEVLANAKAPI;OSMANLI;41.0588715;28.9948144
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;MECÝDÝYE;OSMANLI;41.0509393;29.021261
Z. POCHIAN APARTMANI;BEYOÐLU;ASMALI MESCÝT;;41.0325234;28.9766294
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
KALINTI;BEYKOZ;GÖKSU;OSMANLI;41.077435;29.0721748
DEBBAÐ YUNUS CAMÝÝ HAZÝRESÝ;FATÝH;YAVUZ SULTAN SELÝM;OSMANLI;41.0272072;28.9530512
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;KUZGUNCUK;OSMANLI;41.0361216;29.0372643
BAHÇELÝ AHÞAP EV;BEYKOZ;KANLICA;OSMANLI;41.087209;29.013083
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALÝ KUÞÇU;;41.0193109;28.9474288
ÝSTANBUL ÜNÝVERSÝTESÝ BAKIRCILAR ÇARÞISI KAPISI;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0117548;28.9657171
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.068056;29.043056
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ÞEHSUVAR BEY;OSMANLI;41.0047076;28.96814719999999
HAMAM;SÝLÝVRÝ;FATÝH;OSMANLI;41.0711617;28.2487399
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
SOKULLU MEHMET PAÞA CAMÝÝ- DÜKKAN;BEYOÐLU;ARAP CAMÝ;OSMANLI;41.0250926;28.9676846
DÜKKÂN;FATÝH;MERCAN;OSMANLI;41.0178761;28.9682914
EJDER DÝÞLÝ TANK ENGELÝ;ÇATALCA;ÖRCÜNLÜ;CUMHURÝYET;41.2245;28.5237
GRANÝT APARTMANI;BEYOÐLU;KOCATEPE;CUMHURÝYET;41.0401055;28.9827008
II.MAHMUT MENZÝL TAÞI (KÜÇÜK);BEÞÝKTAÞ;ABBASAÐA;OSMANLI;41.0087432;28.9724385
NARMANLILAR KÖÞKÜ BAHÇE DUVARI;ÜSKÜDAR;SALACAK;OSMANLI;41.0130521;28.9852642
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;AZÝZ MAHMUT HÜDAYÝ;OSMANLI;41.0228524;29.0118038
ÞEHZADE KÜLLÝYESÝ - RÜSTEM PAÞA SEBÝLÝ TEKNESÝ - II;FATÝH;KALENDERHANE;OSMANLI;41.0141453;28.9563117
KAGÝR EV;ÜSKÜDAR;KUZGUNCUK;OSMANLI;41.0361216;29.0372643
SÝVÝL MÝMARLIK ÖRNEÐÝ- A YAPISI;BEYOÐLU;PÝRÝPAÞA;;41.0418499;28.9724084
CON PAÞA KÖÞKÜ MÜÞTEMÝLATI;ADALAR;NÝZAM;;40.8696005;29.1172158
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.068056;29.043056
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYKOZ;GÖKSU;;41.0671017;29.0969337
ÇEÞME;TUZLA;POSTANE;OSMANLI;40.8404524;29.3033169
KAGÝR SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;BÜYÜKDERE;;41.1635035;29.0450624
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;ÝNÖNÜ;OSMANLI;41.0521292;28.9665703
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;BALÝBEY;OSMANLI;41.1728807;29.6122329
KARGÝR ÜSTÜ AHÞAP EV;ADALAR;HEYBELÝADA;OSMANLI;40.8733364;29.08962709999999
ARTIGIANA DÜÞKÜNLER EVÝ ;ÞÝÞLÝ;ERGENEKON;OSMANLI;41.048371;28.9869789
AHÞAP EV;FATÝH;HIRKA-Ý ÞERÝF;OSMANLI;41.0588715;28.9948144
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ALÝ KUÞÇU;CUMHURÝYET;41.0193109;28.9474288
ÞAHKULU SULTAN TEKKESÝ -AÞEVÝ;KADIKÖY;MERDÝVENKÖY;OSMANLI;40.9893945;29.0748558
TURÝNG OTELÝ;BEYOÐLU;ASMALI MESCÝT;OSMANLI;41.0309085;28.9750603
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;VÝÞNEZADE;OSMANLI;41.0415031;28.9987081
RUMCA KÝTABELÝ ÇEÞME;FATÝH;YAVUZ SULTAN SELÝM;OSMANLI;41.027991;28.955243
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0139702;28.9701897
HZ. EBUZER EL-GIFARÝ TÜRBESÝ;FATÝH;AYVANSARAY;OSMANLI;41.0376403;28.9428287
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;BALAT;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KALYONCU KULLUÐU;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KALYONCU KULLUÐU;OSMANLI;41.049433;28.944783
KÂRGÝR EV;FATÝH;AYVANSARAY;OSMANLI;41.03543930000001;28.9426752
KÂRGÝR EV;FATÝH;ZEYREK;CUMHURÝYET;41.0195642;28.9549323
ALTINDA DÜKKÂNI OLAN KÂRGÝR APARTMAN;KADIKÖY;OSMANAÐA;CUMHURÝYET;40.9909635;29.0326656
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;MEÞRUTÝYET;OSMANLI;41.056059;28.990431
KÜÇÜK VALÝDE HAN;FATÝH;MERCAN;OSMANLI;41.0130856;28.9683738
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;ÝSKENDERPAÞA;OSMANLI;41.0139702;28.9701897
AHÞAP EV;ÞÝLE;BALÝBEY;OSMANLI;41.1669847;29.6309957
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;ÇENGELKÖY;OSMANLI;41.0521132;29.05908429999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;HALASKARGAZÝ;OSMANLI;41.0521292;28.9665703
DAYE HATUN CAMÝ;KAÐITHANE;MERKEZ;OSMANLI;41.0806991;28.9720132
SU HAZNESÝ;ÜSKÜDAR;ZEYNEP KAMÝL;OSMANLI;41.0162009;29.021261
CERRAH MAHMUT EFENDÝ KÜLLÝYESÝ - CAMÝÝ;SARIYER;ÇAYIRBAÞI;OSMANLI;41.1572294;29.0321726
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YEDÝKULE;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KAMER HATUN;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;SARIYER MERKEZ;;41.1622917;29.0474203
KARGÝR OTEL;FATÝH;HOCAPAÞA;OSMANLI;41.0143615;28.9772737
KARA SURLARI, ANA SUR, T74;EYÜPSULTAN;TOPÇULAR;ROMA;41.014811;28.922123
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;ÞUAYÝPLÝ;OSMANLI;41.13406699999999;29.802176
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;ÞUAYÝPLÝ;OSMANLI;41.13406699999999;29.802176
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;ORTAKÖY;OSMANLI;41.0539703;29.0270806
DUVAR;EYÜPSULTAN;NÝÞANCI;;41.1871598;28.8829816
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YAVUZ SULTAN SELÝM;OSMANLI;41.02607709999999;28.9535923
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÇUKUR;OSMANLI;41.049433;28.944783
AHÞAP EV;BEYKOZ;YALIKÖY;OSMANLI;41.1405254;29.0823555
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.068056;29.043056
HÜSEYÝN AÐA CAMÝÝ-SU TERAZÝSÝ;BEYOÐLU;ÞEHÝT MUHTAR;OSMANLI;41.0351702;28.98079959999999
KANDÝLÝ GÜZEL CAMÝÝ KALINTILARI;FATÝH;YAVUZ SULTAN SELÝM;OSMANLI;41.02607709999999;28.9535923
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;CÝBALÝ;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;GÜMÜÞDERE;OSMANLI;41.238;28.9857
TONOZLU ODALAR;FATÝH;MERCAN;OSMANLI;41.0040565;28.9654893
AHÞAP EV;BEÞÝKTAÞ;CÝHANNÜMA;OSMANLI;41.0588715;28.9948144
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;KILIÇALÝ PAÞA;CUMHURÝYET;41.02812429999999;28.9841561
ZÜHTÜ ALÝ MESCÝDÝ;EYÜPSULTAN;DEFTERDAR;OSMANLI;41.0307024;28.9742648
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞEHÝT MUHTAR;OSMANLI;41.049433;28.944783
AHÞAP EV;ÜSKÜDAR;ZEYNEP KAMÝL;OSMANLI;41.0338085;29.03165
DEPO;BEYOÐLU;KEMANKEÞ KARAMUSTAFAPAÞA;OSMANLI;41.0241189;28.9786987
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;BOSTAN;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;CÝHANGÝR;OSMANLI;41.049433;28.944783
HACI ALÝ PAÞA CAMÝÝ ÞADIRVANI;EYÜPSULTAN;RAMÝ CUMA;OSMANLI;41.04976;28.922151
ÝKÝZ EV;FATÝH;YEDÝKULE;OSMANLI;40.9938637;28.9252063
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;KERVANSARAY;OSMANLI;41.0388545;29.4527538
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;BÜYÜKDERE;;41.1635035;29.0450624
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;SURURÝ MEHMET EFENDÝ;;41.0371087;28.9725134
KORUGAN;ARNAVUTKÖY;HADIMKÖY;CUMHURÝYET;41.1612969;28.6206446
SÜMBÜL EFENDÝ KÜLLÝYESÝ - HAZÝRE;FATÝH;SÜMBÜL EFENDÝ;OSMANLI;41.04819800000001;28.93513339999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;RUMELÝ HÝSARI;;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;MUHSÝNE HATUN;OSMANLI;41.0039853;28.9623254
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;YENÝKÖY;OSMANLI;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KATÝP KASIM;OSMANLI;41.0048204;28.9550479
HASKÖY TERSANESÝ- C (AMBAR) YAPISI ;BEYOÐLU;PÝRÝPAÞA;OSMANLI;41.0442507;28.9506812
AHÞAP EV;ÜSKÜDAR;ALTUNÝZADE;OSMANLI;41.0338085;29.03165
FETVA YOKUÞU SARNICI;FATÝH;DEMÝRTAÞ;;41.0171745;28.9645431
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;SULTAN AHMET;OSMANLI;41.0078742;28.97783129999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;ÇAVUÞ;OSMANLI;41.1728807;29.6122329
BAYEZÝD KÜLLÝYESÝ - HAZÝRE ÇEÞMESÝ;FATÝH;BEYAZIT;OSMANLI;41.0118527;28.9674974
BEÞÝKTAÞ BELEDÝYE BAÞKANLIÐI;BEÞÝKTAÞ;YILDIZ;;41.0435571;29.0129432
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;ORTAKÖY;;41.0539703;29.0270806
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;TEKE;OSMANLI;41.054905;29.643749
AHÞAP EV;BEÞÝKTAÞ;ARNAVUTKÖY;OSMANLI;41.0338085;29.03165
ÝSTANBUL ÜNÝVERSÝTESÝ REKTÖRLÜK;FATÝH;SÜLEYMANÝYE;OSMANLI;41.0109994;28.9636807
BOSTAN HAMAMI ;FATÝH;HASEKÝ SULTAN;OSMANLI;41.0236095;28.9592701
MAKTÜL MUSTAFA PAÞA TEKKE KÜLLÝYESÝ-MEÞRUTA;EYÜPSULTAN;DEFTERDAR;;41.0348624;28.9336558
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;MERKEZ;CUMHURÝYET;41.0521292;28.9665703
TINGIR'IN EVÝ-SÝVÝL MÝMARLIK ÖRNEÐÝ (D);SARIYER;YENÝKÖY;OSMANLI;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;EYÜPSULTAN;ÝSLAMBEY;OSMANLI;41.0556338;28.9310833
FETHÝYE MEDRESESÝ ;FATÝH;BALAT;OSMANLI;41.0288801;28.9458145
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KÜÇÜK AYASOFYA;OSMANLI;41.0139702;28.9701897
AHMED PAÞA ÇEÞMESÝ;ÜSKÜDAR;VALÝDE-Ý ATÝK;OSMANLI;41.0225848;29.0123604
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;YENÝKÖY;OSMANLI;41.0952869;29.0328543
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;HÜSEYÝNAÐA;;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;ORUÇOÐLU;OSMANLI;41.063335;29.489877
SÝVÝL MÝMARLIK ÖRNEÐÝ;SARIYER;BAHÇEKÖY MERKEZ;OSMANLI;41.178284;28.991934
AHÞAP EV;BEYKOZ;YALIKÖY;OSMANLI;41.1405254;29.0823555
SÝVÝL MÝMARLIK ÖRNEÐÝ;EYÜPSULTAN;MÝTHATPAÞA;OSMANLI;41.1868454;28.917927
KAGÝR EV;BEÞÝKTAÞ;ORTAKÖY;OSMANLI;41.0539703;29.0270806
SEYYÝD NÝZAM TEKKESÝ - HAREM;ZEYTÝNBURNU;SEYÝTNÝZAM;;41.0050241;28.9132696
512 ADA ESKÝ 31 PARSELDE BULUNAN YALI;ÜSKÜDAR;KUZGUNCUK;OSMANLI;41.0385324;29.03237709999999
DÜKKAN II;BEYKOZ;MERKEZ;;41.1429436;29.1782018
PÝRÝ MEHMED PAÞA HAZÝRESÝ;FATÝH;ZEYREK;OSMANLI;41.0188819;28.9577091
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;KATÝP KASIM;OSMANLI;41.0048204;28.9550479
TONOZ;EYÜPSULTAN;ÝSLAMBEY;OSMANLI;41.0672805;28.973351
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝLE;KORUCU;OSMANLI;41.174903;29.609588
FERHAT AÐA CAMÝÝ;FATÝH;CÝBALÝ;OSMANLI;41.023222;28.9554289
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÜSKÜDAR;AZÝZ MAHMUT HÜDAYÝ;OSMANLI;41.0228524;29.0118038
AYVA APARTMANI;BEYOÐLU;ÇUKUR;OSMANLI;41.0317098;28.9843848
SÝVÝL MÝMARLIK ÖRNEÐÝ;KADIKÖY;CAFERAÐA;OSMANLI;40.9919939;29.0291886
SÝVÝL MÝMARLIK ÖRNEÐÝ;ADALAR;BURGAZADA;OSMANLI;40.88;29.0669444
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;YAVUZ SULTAN SELÝM;OSMANLI;41.02607709999999;28.9535923
AHÞAP EV;ADALAR;HEYBELÝADA;OSMANLI;40.8733364;29.08962709999999
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;TOMTOM;OSMANLI;41.049433;28.944783
BALAT BALÝNO RUM KÝLÝSESÝ;FATÝH;AYVANSARAY;OSMANLI;41.0357851;28.9452045
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEÞÝKTAÞ;MECÝDÝYE;OSMANLI;41.0509393;29.021261
MERZÝFONLU KARA MUSTAFA PAÞA KÜLLÝYESÝ - SIRA DÜKKÂN;FATÝH;MÝMAR HAYRETTÝN;OSMANLI;41.008807;28.967913
SÝVÝL MÝMARLIK ÖRNEÐÝ;BEYOÐLU;ÞEHÝT MUHTAR;OSMANLI;41.049433;28.944783
SÝVÝL MÝMARLIK ÖRNEÐÝ;FATÝH;AYVANSARAY;OSMANLI;41.0139702;28.9701897
YENÝKAPI MEVLEVÝHANESÝ - DUVAR;ZEYTÝNBURNU;MERKEZEFENDÝ;OSMANLI;41.014216;28.9171536
YILDIZ SARAYI - E44 MUSAHÝBAN DAÝRESÝ;BEÞÝKTAÞ;YILDIZ;OSMANLI;41.0500208;29.011557
BEYKOZLU MEHMET BEY ÇEÞMESÝ;BAKIRKÖY;CEVÝZLÝK;;40.9776221;28.8764285
ATÖLYELER VE DEPOLAR;ZEYTÝNBURNU;KAZLIÇEÞME;;41.0146816;28.9153012
ÝBRAHÝM PAÞA MUHSÝNE HATUN CAMÝÝ - DUVAR;FATÝH;SARAÇ ÝSHAK;OSMANLI;41.005412;28.9632885
SÝVÝL MÝMARLIK ÖRNEÐÝ;ÞÝÞLÝ;BOZKURT;CUMHURÝYET;41.0521292;28.9665703
SÝVÝL MÝMARLIK ÖRNEÐÝ;EYÜPSULTAN;ÝSLAMBEY;OSMANLI;41.0556338;28.9310833
AHÞAP EV;FATÝH;HOCA GIYASETTÝN;OSMANLI;41.0588715;28.9948144
